seed,noise_rate,beta,frame_type,posterior_var_mode,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9
0,0,10,fixed,paper,"[4.9128082935112616e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0059849273602595e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.485808122150047e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.992541846604581e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 8.360288461517484e-08, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4013032512139034e-07, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.209848162237904e-07, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1758591966781751e-07, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.568850944357109e-07, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.474524631514214e-08]"
0,0,3,fixed,paper,"[3.2473842566105304e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.447194222237158e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.479349516055663e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.2405903362378012e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 4.749981314944307e-07, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.2549559187391424e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.056104565577698e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3696220548808924e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3366537789115682e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.203090495342622e-06]"
0,0,1,fixed,paper,"[7.012899345681944e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.9792266256408766e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 7.400498702736513e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.1700287814164767e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.1486491757750628e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.928548603151285e-07, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1571006552912877e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.455231333442498e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7224806470039766e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2387691867843387e-06]"
0,0,0.3,fixed,paper,"[1.2601396974787349e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.2312602848396637e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.2713236401395989e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0153511311727925e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 7.340269121414167e-07, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.2410258679883555e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4768620530958287e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.470205218851333e-07, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67827931818465e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.111409440265561e-07]"
0,0,0.1,fixed,paper,"[3.1266899895854294e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 4.202981926937355e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.1615092034844565e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.362366432062117e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.018312559608603e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.251869318570243e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8713757299337885e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.438373369135661e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7298190186920692e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7325530734524364e-06]"
0,0,0.03,fixed,paper,"[6.9372495090647135e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.723956514382735e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 8.222782525990624e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.477616574964486e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 5.5512773542432114e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 6.775784640922211e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.5789454311016016e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5159907889028545e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.762805580568966e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0611368452373426e-05]"
0,0,0.01,fixed,paper,"[2.032513066296815e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 4.253358383721206e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 6.543079052789835e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.5698516310512787e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.4216086583473952e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.3591684768907726e-05, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.842561793338973e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4451899207633687e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.986249117180705e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.108959728910122e-06]"
0,0,0.003,fixed,paper,"[9.947615762939677e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.7509420331407455e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0714227755670436e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.7956822375708725e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.1862888413816108e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.820511099344003e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.418803316890262e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.114347575523425e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.039051534869941e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.555661689664703e-06]"
0,0,0.001,fixed,paper,"[1.7880407540360466e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.4976887541706674e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0872914067003876e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.015986476384569e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.7140357158496045e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.3845448847860098e-05, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3066029825713485e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3799948646919802e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.425333463586867e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.256230047554709e-05]"
4,0,10,fixed,fixed,"[9.167305506707635e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.2101585298296413e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 4.2549477257125545e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.998945198371075e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.9921548048150726e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.9312402602954535e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2595755833899602e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.51182812260231e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.035707439063117e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.14532143319957e-06]"
4,0,3,fixed,fixed,"[2.4765631678747013e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 3.172299898324127e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.600504333509889e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.020733505669341e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 4.0515243426852976e-07, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.113466275157407e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6997638851989905e-07, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.357587050028087e-07, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.696318628954032e-07, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9492352382476383e-07]"
4,0,1,fixed,fixed,"[4.3377058318583295e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.2348665424942737e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.275917267979821e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.442109462208464e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 3.4641607271623798e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.7032296000252245e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9296096525067696e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2476626579882577e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1839107375853928e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0429604319360806e-06]"
4,0,0.3,fixed,fixed,"[2.1205428311077412e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.9598271592258243e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.7655790998105658e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.692088269730448e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.9497788343869615e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.172909823158989e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.813414994307095e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7131281992988079e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3415489067701856e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.776458131847903e-06]"
4,0,0.1,fixed,fixed,"[4.0334575714950915e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.1788221172537305e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.6534380620214506e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.4728553853492485e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.6575402696616948e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.6377215363027062e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4265154934255406e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0090210455236956e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1389414541772567e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5592501060600625e-06]"
4,0,0.03,fixed,fixed,"[5.947534191363957e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 9.359062460134737e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.1566001376195345e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.4832027015218046e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.2828662875108421e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 8.194726433430333e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.331481123808771e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.720745967759285e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.007203177839983e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.576065177592682e-06]"
4,0,0.01,fixed,fixed,"[1.8390996046946384e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.313068059971556e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.2812161912734155e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.798504232894629e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.910473085648846e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.489033911639126e-05, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3462537026498467e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1803468623838853e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9501609131111763e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3130127626936883e-05]"
4,0,0.003,fixed,fixed,"[8.878930202627089e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.8613121937960386e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.1321340025460813e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.2481224985094741e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.831711233535316e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.4045933312445413e-05, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0040170309366658e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0797289835172705e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1406189514673315e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.141352059785277e-06]"
4,0,0.001,fixed,fixed,"[3.1835868412599666e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.413517111359397e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.00010952022421406582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.280620032659499e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 3.030767766176723e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 6.129831490397919e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7373142327414826e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2577935194713064e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.79619858803926e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.5569788198918104e-05]"
1,0.1,10,fixed,paper,"[0.21671102941036224, 0.35391560196876526, 0.35385197401046753, 0.3540487289428711, 0.35388755798339844, 0.3538501262664795, 0.35397976636886597, 0.3539678752422333, 0.3538747727870941, 0.3538087010383606]","[0.35405874252319336, 0.21395738422870636, 0.35432758927345276, 0.3542742431163788, 0.3541047275066376, 0.35409411787986755, 0.3542773127555847, 0.3542243242263794, 0.35411569476127625, 0.3542027473449707]","[0.3538636565208435, 0.3540089726448059, 0.21601834893226624, 0.35412970185279846, 0.3539954423904419, 0.3539370596408844, 0.35404130816459656, 0.35405272245407104, 0.35395994782447815, 0.3538246750831604]","[0.354070782661438, 0.35416606068611145, 0.3546203076839447, 0.2137637436389923, 0.3541860282421112, 0.35413479804992676, 0.35423558950424194, 0.35422927141189575, 0.3541373610496521, 0.3540899455547333]","[0.3536791205406189, 0.35382527112960815, 0.3537587523460388, 0.3539700210094452, 0.21776480972766876, 0.3537769615650177, 0.35387349128723145, 0.35391613841056824, 0.3537502586841583, 0.35369008779525757]","[0.35383832454681396, 0.3540540933609009, 0.35393545031547546, 0.3540582060813904, 0.35393810272216797, 0.21606293320655823, 0.3540477752685547, 0.35401228070259094, 0.3538981080055237, 0.3539877235889435]","[0.35365530848503113, 0.3537285327911377, 0.35360583662986755, 0.3538850247859955, 0.35374826192855835, 0.3537389636039734, 0.21833957731723785, 0.3538634181022644, 0.35370874404907227, 0.35378775000572205]","[0.3536548614501953, 0.35377949476242065, 0.35374221205711365, 0.35383298993110657, 0.35370272397994995, 0.35372447967529297, 0.353840172290802, 0.21843267977237701, 0.3537178039550781, 0.3536410629749298]","[0.35371366143226624, 0.3538765609264374, 0.3537465035915375, 0.3539770245552063, 0.35385361313819885, 0.3538256883621216, 0.3539021611213684, 0.3539120554924011, 0.2174326330423355, 0.35373005270957947]","[0.35518866777420044, 0.35475993156433105, 0.3561994433403015, 0.3550375699996948, 0.35466909408569336, 0.3548988699913025, 0.35489702224731445, 0.3548571765422821, 0.35480350255966187, 0.20583100616931915]"
1,0.1,3,fixed,paper,"[0.2262168824672699, 0.3528330624103546, 0.35261067748069763, 0.35296547412872314, 0.3529956638813019, 0.3528915345668793, 0.3529578745365143, 0.3531321585178375, 0.35314375162124634, 0.35321125388145447]","[0.3533473312854767, 0.22172416746616364, 0.3531494438648224, 0.3530616760253906, 0.3535166382789612, 0.3533901870250702, 0.3533407747745514, 0.35349804162979126, 0.35364118218421936, 0.3537862300872803]","[0.3535051941871643, 0.35336771607398987, 0.22113999724388123, 0.3533031642436981, 0.3535924553871155, 0.353426992893219, 0.3533993065357208, 0.35345396399497986, 0.3536547124385834, 0.35351744294166565]","[0.35359063744544983, 0.35320141911506653, 0.35352572798728943, 0.22004663944244385, 0.35366031527519226, 0.35351377725601196, 0.35353711247444153, 0.353697270154953, 0.3537355661392212, 0.3537488281726837]","[0.35292762517929077, 0.3530268967151642, 0.3523982763290405, 0.3527790904045105, 0.22762839496135712, 0.35271909832954407, 0.3526972830295563, 0.35292696952819824, 0.3530373275279999, 0.35299617052078247]","[0.35306498408317566, 0.35319849848747253, 0.3527374863624573, 0.35302484035491943, 0.3530903458595276, 0.22510433197021484, 0.35306453704833984, 0.35323914885520935, 0.3530053198337555, 0.3532905578613281]","[0.3532620668411255, 0.35310423374176025, 0.3527313768863678, 0.35319048166275024, 0.35333627462387085, 0.3531663417816162, 0.22425569593906403, 0.35315045714378357, 0.3533216416835785, 0.35321006178855896]","[0.35308369994163513, 0.35299381613731384, 0.35253575444221497, 0.35296395421028137, 0.3528464138507843, 0.3529841899871826, 0.35284149646759033, 0.22635923326015472, 0.3532114028930664, 0.3531624674797058]","[0.3528771996498108, 0.3529767692089081, 0.35242635011672974, 0.35287779569625854, 0.3529294431209564, 0.3526158034801483, 0.35274332761764526, 0.3529926836490631, 0.22779077291488647, 0.3529207706451416]","[0.3542640209197998, 0.3537527024745941, 0.35463839769363403, 0.3537778854370117, 0.3538847267627716, 0.35387516021728516, 0.3535236716270447, 0.35384729504585266, 0.3540612757205963, 0.21631644666194916]"
1,0.1,1,fixed,paper,"[0.23290912806987762, 0.3521813154220581, 0.35243839025497437, 0.3524123430252075, 0.35200339555740356, 0.3522323966026306, 0.35251739621162415, 0.35249096155166626, 0.35220709443092346, 0.352415531873703]","[0.35219720005989075, 0.23135444521903992, 0.3526347279548645, 0.3519742488861084, 0.3524220883846283, 0.3525794744491577, 0.35257989168167114, 0.35256049036979675, 0.35255488753318787, 0.35276588797569275]","[0.3521484136581421, 0.35219207406044006, 0.23458322882652283, 0.3520421087741852, 0.35212403535842896, 0.3522511124610901, 0.35237348079681396, 0.3520849943161011, 0.35217857360839844, 0.3520471453666687]","[0.3525838255882263, 0.3521745800971985, 0.35300707817077637, 0.2292080819606781, 0.3525407612323761, 0.35269856452941895, 0.35292646288871765, 0.35286617279052734, 0.3526345491409302, 0.3527163863182068]","[0.3522011339664459, 0.35271695256233215, 0.35216549038887024, 0.35217711329460144, 0.23398734629154205, 0.35201936960220337, 0.35216107964515686, 0.3521910309791565, 0.35217687487602234, 0.3521627187728882]","[0.3519686460494995, 0.35248324275016785, 0.35231852531433105, 0.3522317111492157, 0.3518523573875427, 0.23478063941001892, 0.3523727059364319, 0.35237058997154236, 0.3516175150871277, 0.3521057963371277]","[0.35229700803756714, 0.35237208008766174, 0.35238727927207947, 0.3524874448776245, 0.35228532552719116, 0.3523545265197754, 0.23353834450244904, 0.35209381580352783, 0.35219019651412964, 0.3518964946269989]","[0.352279394865036, 0.3524389863014221, 0.3521987497806549, 0.35242509841918945, 0.3516903221607208, 0.35234329104423523, 0.3522246479988098, 0.23375308513641357, 0.3522993326187134, 0.3522861897945404]","[0.352158784866333, 0.3526584208011627, 0.35232630372047424, 0.3524598777294159, 0.352056086063385, 0.3518570363521576, 0.3523169755935669, 0.3524188995361328, 0.23360683023929596, 0.3520648777484894]","[0.3534533679485321, 0.353322833776474, 0.35429397225379944, 0.3531953692436218, 0.35314658284187317, 0.3532978892326355, 0.35287922620773315, 0.35317888855934143, 0.3532599210739136, 0.22261057794094086]"
