frame_setting,anchor_scale,beta,seed,D_hat_train,D_hat_test,beta_D_hat_test,CE_train,CE_test,KL_mean_test,KL_var_test,KL_total_test,KL_total_train,objective_train,objective_test,acc_det,acc_mc,anchor_pair_dist,post_center_min_dist,post_center_mean_cos,min_singular_value,best_epoch,fail
fixed,6.0,0.01,2,0.000605,0.000605,0.000006,0.000000,0.000000,0.000605,0.004003,0.004609,0.004609,0.000046,0.000046,1.000000,1.000000,8.485281,8.501177,-0.001138,1.000000,398,
fixed,6.0,0.01,3,0.000559,0.000559,0.000006,0.000000,0.000000,0.000559,0.004725,0.005284,0.005284,0.000053,0.000053,1.000000,1.000000,8.485281,8.505752,-0.001005,1.000000,384,
fixed,6.0,0.01,4,0.000448,0.000448,0.000004,0.000000,0.000000,0.000448,0.003595,0.004043,0.004043,0.000040,0.000040,1.000000,1.000000,8.485281,8.503345,-0.000943,1.000000,393,
fixed,6.0,0.03,0,0.000081,0.000081,0.000002,0.000000,0.000000,0.000081,0.001226,0.001307,0.001307,0.000039,0.000039,1.000000,1.000000,8.485281,8.488770,-0.000332,1.000000,275,
fixed,6.0,0.03,1,0.000073,0.000073,0.000002,0.000000,0.000000,0.000073,0.000808,0.000881,0.000881,0.000026,0.000026,1.000000,1.000000,8.485281,8.492134,-0.000351,1.000000,282,
fixed,6.0,0.03,2,0.000253,0.000253,0.000008,0.000000,0.000000,0.000253,0.001430,0.001683,0.001683,0.000050,0.000050,1.000000,1.000000,8.485281,8.495733,-0.000746,1.000000,327,
fixed,6.0,0.03,3,0.000129,0.000129,0.000004,0.000000,0.000000,0.000129,0.000874,0.001003,0.001003,0.000030,0.000030,1.000000,1.000000,8.485281,8.490938,-0.000373,1.000000,310,
fixed,6.0,0.03,4,0.000144,0.000144,0.000004,0.000000,0.000000,0.000144,0.000619,0.000763,0.000763,0.000023,0.000023,1.000000,1.000000,8.485281,8.489362,-0.000428,1.000000,393,
fixed,6.0,0.1,0,0.000016,0.000016,0.000002,0.000000,0.000000,0.000016,0.000117,0.000134,0.000134,0.000013,0.000013,1.000000,1.000000,8.485281,8.488318,-0.000174,1.000000,221,
fixed,6.0,0.1,1,0.000009,0.000009,0.000001,0.000000,0.000000,0.000009,0.000049,0.000058,0.000058,0.000006,0.000006,1.000000,1.000000,8.485281,8.486554,-0.000116,1.000000,282,
fixed,6.0,0.1,2,0.000031,0.000031,0.000003,0.000000,0.000000,0.000031,0.000154,0.000185,0.000185,0.000018,0.000018,1.000000,1.000000,8.485281,8.487772,-0.000212,1.000000,230,
fixed,6.0,0.1,3,0.000018,0.000018,0.000002,0.000000,0.000000,0.000018,0.000085,0.000102,0.000102,0.000010,0.000010,1.000000,1.000000,8.485281,8.487222,-0.000137,1.000000,225,
fixed,6.0,0.1,4,0.000021,0.000021,0.000002,0.000000,0.000000,0.000021,0.000108,0.000129,0.000129,0.000013,0.000013,1.000000,1.000000,8.485281,8.487381,-0.000131,1.000000,232,
fixed,6.0,0.3,0,0.000002,0.000002,0.000001,0.000000,0.000000,0.000002,0.000011,0.000013,0.000013,0.000004,0.000004,1.000000,1.000000,8.485281,8.486110,-0.000061,1.000000,179,
fixed,6.0,0.3,1,0.000004,0.000004,0.000001,0.000000,0.000000,0.000004,0.000022,0.000026,0.000026,0.000008,0.000008,1.000000,1.000000,8.485281,8.486285,-0.000075,1.000000,126,
fixed,6.0,0.3,2,0.000002,0.000002,0.000001,0.000000,0.000000,0.000002,0.000011,0.000013,0.000013,0.000004,0.000004,1.000000,1.000000,8.485281,8.486080,-0.000056,1.000000,185,
fixed,6.0,0.3,3,0.000003,0.000003,0.000001,0.000000,0.000000,0.000003,0.000009,0.000012,0.000012,0.000004,0.000004,1.000000,1.000000,8.485281,8.486002,-0.000090,1.000000,153,
fixed,6.0,0.3,4,0.000002,0.000002,0.000001,0.000000,0.000000,0.000002,0.000010,0.000013,0.000013,0.000004,0.000004,1.000000,1.000000,8.485281,8.485959,-0.000052,1.000000,180,
fixed,6.0,1.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485641,-0.000019,1.000000,113,
fixed,6.0,1.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485571,-0.000022,1.000000,117,
fixed,6.0,1.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485598,-0.000015,1.000000,119,
fixed,6.0,1.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485394,-0.000006,1.000000,153,
fixed,6.0,1.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485292,-0.000019,1.000000,114,
fixed,6.0,3.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485425,-0.000007,1.000000,113,
fixed,6.0,3.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485317,-0.000006,1.000000,117,
fixed,6.0,3.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485339,-0.000005,1.000000,119,
fixed,6.0,3.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,1.000000,1.000000,8.485281,8.485263,-0.000003,1.000000,99,
fixed,6.0,3.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485301,-0.000007,1.000000,114,
fixed,6.0,10.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.484959,0.000002,1.000000,86,
fixed,6.0,10.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485286,-0.000002,1.000000,117,
fixed,6.0,10.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485294,-0.000001,1.000000,119,
fixed,6.0,10.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485318,-0.000003,1.000000,103,
fixed,6.0,10.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485282,-0.000002,1.000000,114,
fixed,12.0,0.001,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970539,0.000000,1.000000,736,
fixed,12.0,0.001,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970551,0.000000,1.000000,755,
fixed,12.0,0.001,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970518,0.000000,1.000000,718,
fixed,12.0,0.001,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,1.000000,1.000000,16.970562,16.970537,0.000000,1.000000,762,
fixed,12.0,0.001,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970524,0.000000,1.000000,728,
fixed,12.0,0.003,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970551,0.000000,1.000000,635,
fixed,12.0,0.003,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970552,0.000000,1.000000,644,
fixed,12.0,0.003,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970516,0.000000,1.000000,606,
fixed,12.0,0.003,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970545,0.000000,1.000000,648,
fixed,12.0,0.003,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,1.000000,1.000000,16.970562,16.970528,0.000000,1.000000,623,
fixed,12.0,0.01,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970520,0.000000,1.000000,474,
fixed,12.0,0.01,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970554,0.000000,1.000000,543,
fixed,12.0,0.01,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970518,0.000000,1.000000,485,
fixed,12.0,0.01,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,1.000000,16.970562,16.970547,-0.000000,1.000000,516,
fixed,12.0,0.01,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970539,0.000000,1.000000,505,
fixed,12.0,0.03,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970554,0.000000,1.000000,427,
fixed,12.0,0.03,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970549,0.000000,1.000000,394,
fixed,12.0,0.03,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970512,0.000000,1.000000,375,
fixed,12.0,0.03,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,1.000000,16.970562,16.970543,-0.000000,1.000000,407,
fixed,12.0,0.03,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970531,0.000000,1.000000,391,
fixed,12.0,0.1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970526,0.000000,1.000000,259,
fixed,12.0,0.1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970533,-0.000000,1.000000,266,
fixed,12.0,0.1,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970524,0.000000,1.000000,281,
fixed,12.0,0.1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970543,0.000000,1.000000,281,
fixed,12.0,0.1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970528,0.000000,1.000000,277,
fixed,12.0,0.3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970510,0.000000,1.000000,180,
fixed,12.0,0.3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970528,-0.000000,1.000000,196,
fixed,12.0,0.3,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970507,0.000000,1.000000,190,
fixed,12.0,0.3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970539,-0.000000,1.000000,203,
fixed,12.0,0.3,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970518,0.000000,1.000000,201,
fixed,12.0,1.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970213,0.000001,1.000000,134,
fixed,12.0,1.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970522,0.000000,1.000000,150,
fixed,12.0,1.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970203,0.000002,1.000000,128,
fixed,12.0,1.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970530,0.000000,1.000000,177,
fixed,12.0,1.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970470,0.000000,1.000000,151,
fixed,12.0,3.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970472,0.000000,1.000000,123,
fixed,12.0,3.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970171,0.000002,1.000000,126,
fixed,12.0,3.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970531,0.000000,1.000000,165,
fixed,12.0,3.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.969837,0.000002,1.000000,125,
fixed,12.0,3.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970219,0.000001,1.000000,129,
fixed,12.0,10.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000001,1.000000,1.000000,16.970562,16.970526,-0.000000,1.000000,127,
fixed,12.0,10.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000001,-0.000001,1.000000,1.000000,16.970562,16.970510,0.000000,1.000000,141,
fixed,12.0,10.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,1.000000,1.000000,16.970562,16.970537,-0.000000,1.000000,164,
fixed,12.0,10.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,16.970562,16.970539,0.000000,1.000000,193,
fixed,12.0,10.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,16.970562,16.970537,0.000000,1.000000,191,
trainable,6.0,0.001,0,0.009390,0.009390,0.000009,0.000000,0.000000,0.009390,0.039845,0.049235,0.049235,0.000049,0.000049,1.000000,1.000000,8.485281,8.552201,-0.004285,0.373722,600,
trainable,6.0,0.001,1,0.010036,0.010036,0.000010,0.000000,0.000000,0.010036,0.027734,0.037770,0.037770,0.000038,0.000038,1.000000,1.000000,8.485281,8.550303,-0.004072,0.186923,608,
trainable,6.0,0.001,2,0.009545,0.009545,0.000010,0.000000,0.000000,0.009545,0.038637,0.048182,0.048182,0.000048,0.000048,1.000000,1.000000,8.485281,8.549452,-0.004326,0.288652,605,
trainable,6.0,0.001,3,0.004376,0.004376,0.000004,0.000000,0.000000,0.004376,0.030511,0.034887,0.034887,0.000035,0.000035,1.000000,1.000000,8.485281,8.541445,-0.003208,0.397298,604,
trainable,6.0,0.001,4,0.005512,0.005512,0.000006,0.000000,0.000000,0.005512,0.030289,0.035801,0.035801,0.000036,0.000036,1.000000,1.000000,8.485281,8.527243,-0.003882,0.253657,559,
trainable,6.0,0.003,0,0.001713,0.001713,0.000005,0.000000,0.000000,0.001713,0.011191,0.012904,0.012904,0.000039,0.000039,1.000000,1.000000,8.485281,8.528168,-0.002237,0.345645,533,
trainable,6.0,0.003,1,0.004024,0.004024,0.000012,0.000000,0.000000,0.004024,0.012525,0.016549,0.016549,0.000050,0.000050,1.000000,1.000000,8.485281,8.532575,-0.002654,0.143567,498,
trainable,6.0,0.003,2,0.003905,0.003905,0.000012,0.000000,0.000000,0.003905,0.012133,0.016038,0.016038,0.000048,0.000048,1.000000,1.000000,8.485281,8.544029,-0.002625,0.266083,495,
trainable,6.0,0.003,3,0.003719,0.003719,0.000011,0.000000,0.000000,0.003719,0.021131,0.024851,0.024851,0.000075,0.000075,1.000000,1.000000,8.485281,8.513190,-0.002602,0.356483,454,
trainable,6.0,0.003,4,0.002186,0.002186,0.000007,0.000000,0.000000,0.002186,0.009595,0.011781,0.011781,0.000035,0.000035,1.000000,1.000000,8.485281,8.517406,-0.002121,0.260582,477,
trainable,6.0,0.01,0,0.000752,0.000752,0.000008,0.000000,0.000000,0.000752,0.004445,0.005197,0.005197,0.000052,0.000052,1.000000,1.000000,8.485281,8.505610,-0.001187,0.255402,382,
trainable,6.0,0.01,1,0.001260,0.001260,0.000013,0.000000,0.000000,0.001260,0.003681,0.004941,0.004941,0.000049,0.000049,1.000000,1.000000,8.485281,8.508250,-0.001273,0.124442,394,
trainable,6.0,0.01,2,0.000708,0.000708,0.000007,0.000000,0.000000,0.000708,0.004068,0.004776,0.004776,0.000048,0.000048,1.000000,1.000000,8.485281,8.506135,-0.001230,0.235422,397,
trainable,6.0,0.01,3,0.000367,0.000367,0.000004,0.000000,0.000000,0.000367,0.002961,0.003328,0.003328,0.000033,0.000033,1.000000,1.000000,8.485281,8.505422,-0.000846,0.326168,387,
trainable,6.0,0.01,4,0.001091,0.001091,0.000011,0.000000,0.000000,0.001091,0.002782,0.003873,0.003873,0.000039,0.000039,1.000000,1.000000,8.485281,8.505167,-0.001151,0.250378,392,
trainable,6.0,0.03,0,0.000130,0.000130,0.000004,0.000000,0.000000,0.000130,0.000573,0.000702,0.000702,0.000021,0.000021,1.000000,1.000000,8.485281,8.496387,-0.000453,0.270266,321,
trainable,6.0,0.03,1,0.000236,0.000236,0.000007,0.000000,0.000000,0.000236,0.000931,0.001166,0.001166,0.000035,0.000035,1.000000,1.000000,8.485281,8.493826,-0.000516,0.097097,279,
trainable,6.0,0.03,2,0.000254,0.000254,0.000008,0.000000,0.000000,0.000254,0.001125,0.001379,0.001379,0.000041,0.000041,1.000000,1.000000,8.485281,8.497040,-0.000583,0.226860,276,
trainable,6.0,0.03,3,0.000178,0.000178,0.000005,0.000000,0.000000,0.000178,0.001059,0.001237,0.001237,0.000037,0.000037,1.000000,1.000000,8.485281,8.494411,-0.000535,0.312696,304,
trainable,6.0,0.03,4,0.000307,0.000307,0.000009,0.000000,0.000000,0.000307,0.000944,0.001251,0.001251,0.000038,0.000038,1.000000,1.000000,8.485281,8.493247,-0.000493,0.252267,301,
trainable,6.0,0.1,0,0.000027,0.000027,0.000003,0.000000,0.000000,0.000027,0.000112,0.000139,0.000139,0.000014,0.000014,1.000000,1.000000,8.485281,8.488883,-0.000189,0.269139,207,
trainable,6.0,0.1,1,0.000025,0.000025,0.000002,0.000000,0.000000,0.000025,0.000129,0.000154,0.000154,0.000015,0.000015,1.000000,1.000000,8.485281,8.489925,-0.000190,0.066178,192,
trainable,6.0,0.1,2,0.000038,0.000038,0.000004,0.000000,0.000000,0.000038,0.000097,0.000136,0.000136,0.000014,0.000014,1.000000,1.000000,8.485281,8.487310,-0.000184,0.211582,204,
trainable,6.0,0.1,3,0.000029,0.000029,0.000003,0.000000,0.000000,0.000029,0.000257,0.000286,0.000286,0.000029,0.000029,1.000000,1.000000,8.485281,8.488168,-0.000160,0.272740,170,
trainable,6.0,0.1,4,0.000028,0.000028,0.000003,0.000000,0.000000,0.000028,0.000082,0.000110,0.000110,0.000011,0.000011,1.000000,1.000000,8.485281,8.488830,-0.000157,0.257205,191,
trainable,6.0,0.3,0,0.000007,0.000007,0.000002,0.000000,0.000000,0.000007,0.000006,0.000013,0.000013,0.000004,0.000004,1.000000,1.000000,8.485281,8.485674,-0.000039,0.285598,207,
trainable,6.0,0.3,1,0.000008,0.000008,0.000002,0.000000,0.000000,0.000008,0.000019,0.000027,0.000027,0.000008,0.000008,1.000000,1.000000,8.485281,8.487998,-0.000096,0.062740,143,
trainable,6.0,0.3,2,0.000005,0.000005,0.000001,0.000000,0.000000,0.000005,0.000014,0.000019,0.000019,0.000006,0.000006,1.000000,1.000000,8.485281,8.485950,-0.000050,0.251974,140,
trainable,6.0,0.3,3,0.000003,0.000003,0.000001,0.000000,0.000000,0.000003,0.000007,0.000010,0.000010,0.000003,0.000003,1.000000,1.000000,8.485281,8.486408,-0.000050,0.326582,138,
trainable,6.0,0.3,4,0.000006,0.000006,0.000002,0.000000,0.000000,0.000006,0.000014,0.000020,0.000020,0.000006,0.000006,1.000000,1.000000,8.485281,8.486670,-0.000080,0.252002,140,
trainable,6.0,1.0,0,0.000001,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,1.000000,1.000000,8.485281,8.485532,-0.000025,0.214947,115,
trainable,6.0,1.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.484779,-0.000011,0.082444,88,
trainable,6.0,1.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485688,-0.000023,0.324942,117,
trainable,6.0,1.0,3,0.000001,0.000001,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,8.485281,8.485677,-0.000015,0.283087,130,
trainable,6.0,1.0,4,0.000001,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,1.000000,1.000000,8.485281,8.484553,-0.000009,0.246895,86,
trainable,6.0,3.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485109,-0.000007,0.167520,83,
trainable,6.0,3.0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485324,-0.000006,0.077395,88,
trainable,6.0,3.0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485388,-0.000007,0.271950,105,
trainable,6.0,3.0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,8.485281,8.485367,-0.000007,0.282765,130,
trainable,6.0,3.0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485360,-0.000008,0.269622,103,
trainable,6.0,10.0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,1.000000,1.000000,8.485281,8.485116,-0.000004,0.159846,84,
